Description,Name,GPS Location,Population within 3000 meters of GPS Location
PS0105022,Kisimiri Chini,"{""type"":""Point"",""coordinates"":[36.81672,-3.16683,0]}",11297
PS0103067,Gilala,"{""type"":""Point"",""coordinates"":[35.7634466,-3.2876566,0]}",11458
PS0101119,Mshikamano,"{""type"":""Point"",""coordinates"":[36.8440208,-3.4798152,0]}",11485
PS0107032,Wasso,"{""type"":""Point"",""coordinates"":[35.56459,-2.05455,0]}",11578
PS0105013,Karangai,"{""type"":""Point"",""coordinates"":[36.8666083,-3.4769433,0]}",11824
PS0103075,Hareabi,"{""type"":""Point"",""coordinates"":[35.743095,-3.3402299,0]}",11847
PS0105120,Kirenga,"{""type"":""Point"",""coordinates"":[36.97886,-3.29659,0]}",11876
PS0105074,Olkung'Wado,"{""type"":""Point"",""coordinates"":[36.86645,-3.17037,0]}",11937
PS0105026,Kwaugoro,"{""type"":""Point"",""coordinates"":[36.87661,-3.46656,0]}",11983
PS0101073,Olchorovus,"{""type"":""Point"",""coordinates"":[36.5276916,-3.2981716,0]}",11985
PS0103051,Eyasi,"{""type"":""Point"",""coordinates"":[35.30069,-3.523455,0]}",12087
PS0103087,Duuma,"{""type"":""Point"",""coordinates"":[35.660316,-3.5201616,0]}",12111
PS0103081,Endagesh,"{""type"":""Point"",""coordinates"":[35.5860033,-3.6494883,0]}",12143
PS0103046,Njiapanda,"{""type"":""Point"",""coordinates"":[35.6084517,-3.3716814,0]}",12387
PS0105054,Mwakeny,"{""type"":""Point"",""coordinates"":[36.83618,-3.1919,0]}",12394
PS0103019,Gongali,"{""type"":""Point"",""coordinates"":[35.65499,-3.39049,0]}",12435
PS0104044,Oltepes,"{""type"":""Point"",""coordinates"":[36.7166666,-2.7333333,0]}",12588
PS0107057,Tinaga,"{""type"":""Point"",""coordinates"":[35.7418701,-2.1437705,0]}",12594
PS0103013,Endamarariek,"{""type"":""Point"",""coordinates"":[35.6703238,-3.5014795,0]}",12677
PS0107068,Bisikene,"{""type"":""Point"",""coordinates"":[35.72912,-2.1471,0]}",12708
PS0105076,Patanumbe,"{""type"":""Point"",""coordinates"":[36.94673,-3.51591,0]}",12713
PS0103070,Mbuganyekundu,"{""type"":""Point"",""coordinates"":[35.37687,-3.5364183,0]}",12850
PS0103015,Endashangwet,"{""type"":""Point"",""coordinates"":[35.6057739,-3.3544275,0]}",12951
PS0101038,Loovilukuny,"{""type"":""Point"",""coordinates"":[36.5432633,-3.4087917,0]}",12958
PS0103017,Gendaa,"{""type"":""Point"",""coordinates"":[35.6617488,-3.5086432,0]}",13051
PS0103066,Gidbasso,"{""type"":""Point"",""coordinates"":[35.6462815,-3.5016491,0]}",13099
PS0103040,Qurus,"{""type"":""Point"",""coordinates"":[35.658839,-3.495835,0]}",13103
PS0101064,Nduruma,"{""type"":""Point"",""coordinates"":[36.7937083,-3.4749033,0]}",13118
PS0105106,Nrumangeny,"{""type"":""Point"",""coordinates"":[37.03252,-3.35999,0]}",13202
PS0103029,Kitete W/S,"{""type"":""Point"",""coordinates"":[35.8330285,-3.2470652,0]}",13234
PS0103047,Kibaoni,"{""type"":""Point"",""coordinates"":[35.7978233,-3.3695699,0]}",13263
PS0105015,Kikwe,"{""type"":""Point"",""coordinates"":[36.82788,-3.42414,0]}",13311
PS0107047,Rera,"{""type"":""Point"",""coordinates"":[35.74027,-2.16032,0]}",13341
PS0105033,Makiba,"{""type"":""Point"",""coordinates"":[36.96211,-3.53357,0]}",13371
PS0105048,Miririni,"{""type"":""Point"",""coordinates"":[36.92253,-3.22491,0]}",13516
PS0105072,Nkoasenga,"{""type"":""Point"",""coordinates"":[36.91169,-3.2511,0]}",13586
PS0103026,Kilimamoja,"{""type"":""Point"",""coordinates"":[35.8053874,-3.368057,0]}",13645
PS0101036,Lesiraa,"{""type"":""Point"",""coordinates"":[36.5051016,-3.3975833,0]}",13671
PS0105070,Ntuwe,"{""type"":""Point"",""coordinates"":[37.01963,-3.29504,0]}",13941
PS0105020,King'Ori,"{""type"":""Point"",""coordinates"":[36.98944,-3.30435,0]}",14070
PS0103061,Shangit,"{""type"":""Point"",""coordinates"":[35.6925666,-3.4543749,0]}",14088
PS0105025,Kwatulele,"{""type"":""Point"",""coordinates"":[36.97866,-3.27494,0]}",14114
PS0107011,Loliondo,"{""type"":""Point"",""coordinates"":[35.62398,-2.05246,0]}",14132
PS0103030,Laghangarery,"{""type"":""Point"",""coordinates"":[35.312135,-3.5418817,0]}",14138
PS0103045,Midabini,"{""type"":""Point"",""coordinates"":[35.31442989,-3.5461867,0]}",14143
PS0105079,Sakila,"{""type"":""Point"",""coordinates"":[36.95773,-3.34562,0]}",14252
PS0107023,Sakala,"{""type"":""Point"",""coordinates"":[35.605,-2.06106,0]}",14419
PS0103094,Marmo,"{""type"":""Point"",""coordinates"":[35.8304591,-3.260071,0]}",14645
PS0105036,Manyata,"{""type"":""Point"",""coordinates"":[36.84597,-3.41891,0]}",14738
PS0103027,Kilimatembo,"{""type"":""Point"",""coordinates"":[35.76057,-3.3113753,0]}",14847
PS0105069,Ngurdoto,"{""type"":""Point"",""coordinates"":[36.91238,-3.32781,0]}",14976
PS0105012,Kandashe,"{""type"":""Point"",""coordinates"":[36.93916,-3.20423,0]}",15004
PS0101060,Mzimuni,"{""type"":""Point"",""coordinates"":[36.8059825,-3.5046799,0]}",15015
PS0101086,Olokii,"{""type"":""Point"",""coordinates"":[36.8059715,-3.5046699,0]}",15019
PS0103004,Bassodawish,"{""type"":""Point"",""coordinates"":[35.671485,-3.442552,0]}",15101
PS0103108,Aslini Gongali,"{""type"":""Point"",""coordinates"":[35.67219,-3.413675,0]}",15103
PS0105114,Nuru,"{""type"":""Point"",""coordinates"":[36.99002,-3.28688,0]}",15115
PS0103035,Mang'Ola Nt,"{""type"":""Point"",""coordinates"":[35.3409516,-3.5526333,0]}",15301
PS0101076,Oldonyosambu,"{""type"":""Point"",""coordinates"":[36.6776233,-3.1540333,0]}",15332
PS0105102,Mborenyi,"{""type"":""Point"",""coordinates"":[37.03239,-3.27646,0]}",15376
PS0104021,Kitendeni,"{""type"":""Point"",""coordinates"":[37.2333333,-2.85505683,0]}",15530
PS0101078,Oldonyowas,"{""type"":""Point"",""coordinates"":[36.6864811,-3.1548304,0]}",15776
PS0103109,Mbuyuni,"{""type"":""Point"",""coordinates"":[35.3610733,-3.5462967,0]}",15813
PS0103036,Mbulumbulu,"{""type"":""Point"",""coordinates"":[35.7507525,-3.3201442,0]}",16429
PS0103041,Rhotia,"{""type"":""Point"",""coordinates"":[35.732386,-3.3084634,0]}",16452
PS0105068,Ngongongare,"{""type"":""Point"",""coordinates"":[36.88242,-3.31638,0]}",16494
PS0105084,Shishtony,"{""type"":""Point"",""coordinates"":[36.94814,-3.25175,0]}",16669
PS0105100,Engejisosia,"{""type"":""Point"",""coordinates"":[37.1171,-3.30941,0]}",16758
PS0103076,Umoja,"{""type"":""Point"",""coordinates"":[35.7344502,-3.3069405,0]}",16869
PS0104008,Kamwanga,"{""type"":""Point"",""coordinates"":[37.3521317,-2.8666666,0]}",17242
PS0105050,Mowara,"{""type"":""Point"",""coordinates"":[36.98478,-3.23475,0]}",17302
PS0106044,Migombani,"{""type"":""Point"",""coordinates"":[35.8444609,-3.3389392,0]}",17360
PS0105121,Mbaaseny,"{""type"":""Point"",""coordinates"":[36.95727,-3.23726,0]}",17680
PS0105038,Maruango,"{""type"":""Point"",""coordinates"":[36.98722,-3.24966,0]}",17688
PS0103049,Menday,"{""type"":""Point"",""coordinates"":[35.6745665,-3.387958,0]}",17719
PS0103056,Marera,"{""type"":""Point"",""coordinates"":[35.7154078,-3.3058476,0]}",17720
PS0103095,Mchangani,"{""type"":""Point"",""coordinates"":[35.6237304,-3.3583888,0]}",17867
PS0105008,Etingare,"{""type"":""Point"",""coordinates"":[36.96405,-3.21742,0]}",18087
PS0101054,Mringa,"{""type"":""Point"",""coordinates"":[36.6156082,-3.3540036,0]}",18393
PS0105065,Nkoansiyo,"{""type"":""Point"",""coordinates"":[37.01685,-3.25923,0]}",18424
PS0106043,Baraka,"{""type"":""Point"",""coordinates"":[35.90468179,-3.35976259,0]}",18791
PS0105105,Noseiya,"{""type"":""Point"",""coordinates"":[36.92504,-3.24214,0]}",18799
PS0103003,Bashaykaratu,"{""type"":""Point"",""coordinates"":[35.6335809,-3.3612841,0]}",19337
PS0105104,Nganana,"{""type"":""Point"",""coordinates"":[36.79421,-3.4048,0]}",20613
PS0101029,Kisongo,"{""type"":""Point"",""coordinates"":[36.547065,-3.369725,0]}",20955
PS0105042,Mbuguni,"{""type"":""Point"",""coordinates"":[36.91769,-3.54292,0]}",21004
PS0105127,Tanzanite,"{""type"":""Point"",""coordinates"":[36.91684,-3.54449,0]}",21710
PS0101019,Imbibia,"{""type"":""Point"",""coordinates"":[36.5858477,-3.2437526,0]}",21712
PS0103091,Haymu,"{""type"":""Point"",""coordinates"":[35.7106732,-3.3226262,0]}",21856
PS0103043,Tloma,"{""type"":""Point"",""coordinates"":[35.670151,-3.308008,0]}",22506
PS0105014,Kikatiti,"{""type"":""Point"",""coordinates"":[36.94381,-3.40168,0]}",22615
PS0105055,Nambala,"{""type"":""Point"",""coordinates"":[36.80696,-3.39584,0]}",22829
PS0105062,Ngyeku,"{""type"":""Point"",""coordinates"":[36.9234,-3.34634,0]}",22977
PS0103057,Meali,"{""type"":""Point"",""coordinates"":[35.63851,-3.34664,0]}",23160
PS0101035,Lengijave,"{""type"":""Point"",""coordinates"":[36.6038033,-3.2224733,0]}",23455
PS0105087,Surumala,"{""type"":""Point"",""coordinates"":[36.93792,-3.36489,0]}",23716
PS0101071,Olbak,"{""type"":""Point"",""coordinates"":[36.6046456,-3.2233833,0]}",24057
PS0105029,Lerai,"{""type"":""Point"",""coordinates"":[36.91476,-3.34052,0]}",24172
PS0105103,Miembeni,"{""type"":""Point"",""coordinates"":[36.93161,-3.55709,0]}",24583
PS0102011,Mkonoo,"{""type"":""Point"",""coordinates"":[36.7050348,-3.47399584,0]}",24661
PS0102081,Magereza,"{""type"":""Point"",""coordinates"":[36.6286782,-3.3633511,0]}",25072
PS0101009,Engorika,"{""type"":""Point"",""coordinates"":[36.6422835,-3.2327941,0]}",25217
PS0103099,Askofu Hhando,"{""type"":""Point"",""coordinates"":[35.7061744,-3.3257735,0]}",25269
PS0105046,Mikungani,"{""type"":""Point"",""coordinates"":[36.95368,-3.56574,0]}",25346
PS0105021,Kitefu,"{""type"":""Point"",""coordinates"":[36.90139,-3.39129,0]}",25826
PS0103068,Mang'Ola Barazani,"{""type"":""Point"",""coordinates"":[35.355226,-3.506129,0]}",26082
PS0105017,Kilinga,"{""type"":""Point"",""coordinates"":[36.83574,-3.31541,0]}",26276
PS0101089,Olturumet,"{""type"":""Point"",""coordinates"":[36.6093081,-3.3647191,0]}",26432
PS0105004,Chemchem,"{""type"":""Point"",""coordinates"":[36.93892,-3.38521,0]}",26893
PS0101032,Lemanyata,"{""type"":""Point"",""coordinates"":[36.618625,-3.2724925,0]}",26971
PS0106007,Lashaine,"{""type"":""Point"",""coordinates"":[36.439287,-3.327807,0]}",27007
PS0101018,Ilkuroti,"{""type"":""Point"",""coordinates"":[36.6184642,-3.2264657,0]}",27477
PS0104023,Eorendeke,"{""type"":""Point"",""coordinates"":[36.7666666,-2.55,0]}",28055
PS0101082,Olkokola,"{""type"":""Point"",""coordinates"":[36.6112483,-3.23173794,0]}",28306
PS0105123,Kimandafu,"{""type"":""Point"",""coordinates"":[36.9249,-3.38697,0]}",29070
PS0105032,Maji Ya Chai,"{""type"":""Point"",""coordinates"":[36.91515,-3.36177,0]}",30455
PS0106012,Majengo,"{""type"":""Point"",""coordinates"":[35.864657,-3.348419,0]}",31735
PS0105067,Nkoanekoli,"{""type"":""Point"",""coordinates"":[36.85623,-3.33469,0]}",32035
PS0101022,Kambi Ya Maziwa,"{""type"":""Point"",""coordinates"":[36.5763576,-3.3732665,0]}",32540
PS0101172,Ngorbob,"{""type"":""Point"",""coordinates"":[36.5763576,-3.3732665,0]}",32540
PS0105110,Kiwawa,"{""type"":""Point"",""coordinates"":[36.87532,-3.3381,0]}",32764
PS0103033,Mang'Ola Chini,"{""type"":""Point"",""coordinates"":[35.3328735,-3.5275333,0]}",33715
PS0101005,Ekenywa,"{""type"":""Point"",""coordinates"":[36.6267205,-3.2983403,0]}",34203
PS0103105,Kisimangeda,"{""type"":""Point"",""coordinates"":[35.3255343,-3.5253221,0]}",34515
PS0105053,Mulala,"{""type"":""Point"",""coordinates"":[36.82991,-3.31997,0]}",34771
PS0105011,Imbaseni,"{""type"":""Point"",""coordinates"":[36.89029,-3.34221,0]}",34802
PS0103001,Ayalabe,"{""type"":""Point"",""coordinates"":[35.690452,-3.3177028,0]}",36729
PS0102094,Terrat,"{""type"":""Point"",""coordinates"":[36.6526513,-3.4557769,0]}",36803
PS0105090,Tuvaila,"{""type"":""Point"",""coordinates"":[36.89997,-3.36398,0]}",37510
PS0105085,Songoro,"{""type"":""Point"",""coordinates"":[36.81653,-3.31784,0]}",39050
PS0102082,Mateves,"{""type"":""Point"",""coordinates"":[36.622719,-3.389619,0]}",39125
PS0106049,Sinoni,"{""type"":""Point"",""coordinates"":[36.4510413,-3.3186616,0]}",39541
PS0103073,Kinihhe,"{""type"":""Point"",""coordinates"":[35.6501178,-3.3370755,0]}",39551
PS0101108,Olomitu,"{""type"":""Point"",""coordinates"":[36.7623152,-3.4079187,0]}",40925
PS0105080,Sangananu,"{""type"":""Point"",""coordinates"":[36.85142,-3.34333,0]}",41299
PS0106020,Mlimani,"{""type"":""Point"",""coordinates"":[36.4571691,-3.3004907,0]}",41375
PS0106046,Jangwani,"{""type"":""Point"",""coordinates"":[35.855789,-3.386481,0]}",41387
PS0106015,Mazoezi,"{""type"":""Point"",""coordinates"":[36.45101675,-3.29888969,0]}",41480
PS0105108,Ushili,"{""type"":""Point"",""coordinates"":[36.79617,-3.32316,0]}",42585
PS0106006,Kigongoni,"{""type"":""Point"",""coordinates"":[35.88974448,-3.38022432,0]}",43166
PS0106030,Ngarashi,"{""type"":""Point"",""coordinates"":[36.434101,-3.2998659,0]}",43722
PS0106026,Mto Wa Mbu,"{""type"":""Point"",""coordinates"":[35.8514334,-3.37260203,0]}",44230
PS0105089,Tengeru,"{""type"":""Point"",""coordinates"":[36.80182,-3.38018,0]}",45314
PS0105058,Ndoombo,"{""type"":""Point"",""coordinates"":[36.77525,-3.32536,0]}",45966
PS0105093,Uraki,"{""type"":""Point"",""coordinates"":[36.8329,-3.38502,0]}",46223
PS0104036,Buguruni,"{""type"":""Point"",""coordinates"":[36.7833333,-2.55,0]}",47464
PS0104016,Namanga,"{""type"":""Point"",""coordinates"":[36.7833333,-2.55,0]}",47464
PS0105034,Makumira,"{""type"":""Point"",""coordinates"":[36.82574,-3.35719,0]}",48019
PS0101083,Olmotonyi,"{""type"":""Point"",""coordinates"":[36.6493041,-3.29104119,0]}",50184
PS0105061,Ngyani,"{""type"":""Point"",""coordinates"":[36.82594,-3.33608,0]}",50305
PS0105081,Seela,"{""type"":""Point"",""coordinates"":[36.7858,-3.33093,0]}",51221
PS0101077,Oldonyosapuk,"{""type"":""Point"",""coordinates"":[36.6311844,-3.3119375,0]}",51302
PS0105071,Nshupu,"{""type"":""Point"",""coordinates"":[36.8347,-3.34923,0]}",52645
PS0102090,Shangarao,"{""type"":""Point"",""coordinates"":[36.7592651,-3.401825,0]}",54292
PS0105066,Nkoaranga,"{""type"":""Point"",""coordinates"":[36.80724,-3.33313,0]}",54499
PS0105086,Sura,"{""type"":""Point"",""coordinates"":[36.7974,-3.332463,0]}",54574
PS0101045,Marurani,"{""type"":""Point"",""coordinates"":[36.8440208,-3.3539155,0]}",54895
PS0105077,Poli,"{""type"":""Point"",""coordinates"":[36.80303,-3.35203,0]}",58646
PS0103016,Gyekurum Lambo,"{""type"":""Point"",""coordinates"":[35.6711106,-3.3254927,0]}",58665
PS0105064,Nkoakirika,"{""type"":""Point"",""coordinates"":[36.80011,-3.34052,0]}",59213
PS0101067,Ng'Iresi,"{""type"":""Point"",""coordinates"":[36.7329216,-3.3322759,0]}",59517
PS0105175,Faye Crane Chemchem,"{""type"":""Point"",""coordinates"":[36.8683,-3.37927,0]}",59769
PS0103072,Gyekrum Arusha,"{""type"":""Point"",""coordinates"":[35.6762316,-3.35305166,0]}",60760
PS0101090,Sambasha,"{""type"":""Point"",""coordinates"":[36.6700454,-3.2965333,0]}",61411
PS0105094,Urisho,"{""type"":""Point"",""coordinates"":[36.6969866,-3.3155432,0]}",61553
PS0105083,Sing'Isi,"{""type"":""Point"",""coordinates"":[36.792,-3.36326,0]}",61612
PS0105095,Usa,"{""type"":""Point"",""coordinates"":[36.8551,-3.36393,0]}",62049
PS0101066,Ngaramtoni,"{""type"":""Point"",""coordinates"":[36.6382362,-3.3158654,0]}",62499
PS0103042,Sumawe,"{""type"":""Point"",""coordinates"":[35.6663623,-3.3330427,0]}",62516
PS0107014,Mokilal,"{""type"":""Point"",""coordinates"":[37.193793,-3.2515445,0]}",62534
PS0105044,Mfulonyi,"{""type"":""Point"",""coordinates"":[36.77079,-3.33491,0]}",62905
PS0101102,Timbolo,"{""type"":""Point"",""coordinates"":[36.6700733,-3.2980756,0]}",64717
PS0105075,Patandi,"{""type"":""Point"",""coordinates"":[36.78674,-3.36954,0]}",65345
PS0105016,Kilimani,"{""type"":""Point"",""coordinates"":[36.84644,-3.36895,0]}",66041
PS0105027,Leganga,"{""type"":""Point"",""coordinates"":[36.84684,-3.36987,0]}",66051
PS0103025,Karatu,"{""type"":""Point"",""coordinates"":[35.6786309,-3.3424704,0]}",68189
PS0103107,Ganako,"{""type"":""Point"",""coordinates"":[35.672114,-3.338888,0]}",68263
PS0103006,Bwawani,"{""type"":""Point"",""coordinates"":[35.67505,-3.3428533,0]}",68607
PS0103065,Endoro,"{""type"":""Point"",""coordinates"":[35.6776118,-3.3355454,0]}",68988
PS0101006,Emaoi,"{""type"":""Point"",""coordinates"":[36.64899966,-3.3080883,0]}",70471
PS0105091,Ulong'A,"{""type"":""Point"",""coordinates"":[36.75756,-3.33618,0]}",71489
PS0105116,Mukuru,"{""type"":""Point"",""coordinates"":[36.7439986,-3.337421,0]}",72429
PS0105001,Akeri,"{""type"":""Point"",""coordinates"":[36.77586,-3.3461,0]}",76670
PS0101084,Olmringiringa,"{""type"":""Point"",""coordinates"":[36.6716773,-3.3046096,0]}",76748
PS0102089,Olkeryan,"{""type"":""Point"",""coordinates"":[36.7083595,-3.4455956,0]}",78731
PS0105019,Kimundo,"{""type"":""Point"",""coordinates"":[36.78194,-3.35069,0]}",80416
PS0101015,Ilkiding'A,"{""type"":""Point"",""coordinates"":[36.6848933,-3.3178416,0]}",80596
PS0101093,Seliani,"{""type"":""Point"",""coordinates"":[36.6504252,-3.3159938,0]}",80948
PS0101001,Bangata,"{""type"":""Point"",""coordinates"":[36.7431434,-3.340353,0]}",82197
PS0105143,Nguruma,"{""type"":""Point"",""coordinates"":[36.77364,-3.37137,0]}",84053
PS0101025,Kimnyaki,"{""type"":""Point"",""coordinates"":[36.6547614,-3.3154126,0]}",85030
PS0105041,Mavinuni,"{""type"":""Point"",""coordinates"":[36.77546,-3.35844,0]}",86579
PS0101007,Endonyoesoiye,"{""type"":""Point"",""coordinates"":[36.6515627,-3.3227865,0]}",86778
PS0105057,Nkoanrua,"{""type"":""Point"",""coordinates"":[36.76664,-3.3502,0]}",90582
PS0102123,Kisimani,"{""type"":""Point"",""coordinates"":[36.672925,-3.4487133,0]}",96314
PS0102088,Olasiti,"{""type"":""Point"",""coordinates"":[36.638447,-3.4137888,0]}",99819
PS0101091,Sasi,"{""type"":""Point"",""coordinates"":[36.7619751,-3.3656505,0]}",100141
PS0101020,Jk Nyerere,"{""type"":""Point"",""coordinates"":[36.6461204,-3.3431873,0]}",105847
PS0101016,Ilkisongo,"{""type"":""Point"",""coordinates"":[36.6978274,-3.3286466,0]}",106403
PS0101028,Kiserian,"{""type"":""Point"",""coordinates"":[36.7069836,-3.43368069,0]}",115799
PS0105049,Moivaro,"{""type"":""Point"",""coordinates"":[36.75595,-3.3738,0]}",117780
PS0101117,Enjoro,"{""type"":""Point"",""coordinates"":[36.6517247,-3.4320129,0]}",119419
PS0101087,Olosiva,"{""type"":""Point"",""coordinates"":[36.6477138,-3.3451606,0]}",121682
PS0105003,Ambureni,"{""type"":""Point"",""coordinates"":[36.75255,-3.36451,0]}",122153
PS0101049,Midawe,"{""type"":""Point"",""coordinates"":[36.7531625,-3.3684617,0]}",126502
PS0101130,Engikaret,"{""type"":""Point"",""coordinates"":[36.7538238,-3.3722475,0]}",127041
PS0101079,Olgilai,"{""type"":""Point"",""coordinates"":[36.7228777,-3.3423317,0]}",133684
PS0102015,Njiro-Hill,"{""type"":""Point"",""coordinates"":[36.707683,-3.423265,0]}",136997
PS0101062,Natema,"{""type"":""Point"",""coordinates"":[36.6999421,-3.3399363,0]}",188281
PS0102002,Baraa,"{""type"":""Point"",""coordinates"":[36.737565,-3.3887066,0]}",188687
PS0102074,Burka Estate,"{""type"":""Point"",""coordinates"":[36.6525299,-3.4191802,0]}",196038
PS0102084,Moshono,"{""type"":""Point"",""coordinates"":[36.7306416,-3.3908316,0]}",210321
PS0101063,Naurei,"{""type"":""Point"",""coordinates"":[36.71476211,-3.3516817,0]}",218900
PS0101039,Loruvani,"{""type"":""Point"",""coordinates"":[36.7034833,-3.3470433,0]}",231695
PS0101052,Moivo,"{""type"":""Point"",""coordinates"":[36.7037454,-3.3472674,0]}",232748
PS0102096,Wema,"{""type"":""Point"",""coordinates"":[36.7273423,-3.3869135,0]}",234423
PS0101092,Sekei,"{""type"":""Point"",""coordinates"":[36.7166343,-3.3574107,0]}",241625
PS0102135,Muriet Darajani,"{""type"":""Point"",""coordinates"":[36.6902056,-3.4178509,0]}",246552
PS0102030,Suye,"{""type"":""Point"",""coordinates"":[36.7201073,-3.3853076,0]}",263696
PS0102004,Engosengiu,"{""type"":""Point"",""coordinates"":[36.6879112,-3.416155,0]}",267859
PS0102016,Oloirien,"{""type"":""Point"",""coordinates"":[36.7113404,-3.3920956,0]}",284784
PS0102008,Lemara,"{""type"":""Point"",""coordinates"":[36.7002712,-3.4033093,0]}",287238
PS0101013,Ilboru,"{""type"":""Point"",""coordinates"":[36.6866416,-3.3472883,0]}",294429
PS0101125,Ilkonere,"{""type"":""Point"",""coordinates"":[36.7075353,-3.3622783,0]}",318570
PS0102052,Moivoi,"{""type"":""Point"",""coordinates"":[36.7113702,-3.3845156,0]}",327020
PS0101072,Olchoki,"{""type"":""Point"",""coordinates"":[36.6669001,-3.351912,0]}",347722
PS0102038,Engira,"{""type"":""Point"",""coordinates"":[36.6975333,-3.3940816,0]}",352595
PS0101026,Kioga,"{""type"":""Point"",""coordinates"":[36.7056296,-3.3641707,0]}",356818
PS0101061,Nambere,"{""type"":""Point"",""coordinates"":[36.7056296,-3.3641707,0]}",356818
PS0102048,Elerai,"{""type"":""Point"",""coordinates"":[36.6567847,-3.3729361,0]}",395054
PS0102042,Sokoni I,"{""type"":""Point"",""coordinates"":[36.6681169,-3.4020101,0]}",398400
PS0102006,Kimandolu,"{""type"":""Point"",""coordinates"":[36.7045549,-3.3683767,0]}",398789
